1659	6753
4461	5560
9501	11432
532	11329
2748	9953
6022	10455
3422	13508
7978	10847
9338	9391
6944	12187
7158	10681
3632	8457
1877	6140
6273	11739
8751	12286
3191	6185
3993	7834
890	8037
9726	13962
1685	2565
6761	10692
10197	14832
2415	6611
1025	11552
3081	10008
6916	13108
1850	2028
8145	13232
9065	10374
3668	9262
8595	12031
4376	4391
3775	10921
3664	7551
1958	9653
8123	14957
8898	11978
1775	12477
1820	8212
2051	2195
6782	10111
12307	13036
3904	5225
4262	14188
6220	8426
2677	13191
3657	12441
8671	11400
3477	5500
14	2651
5605	10926
10932	10940
670	2495
338	3260
3981	14482
6834	6856
1119	5376
835	8004
260	1003
8608	12161
11251	13897
8443	9742
4420	4424
3050	3719
3898	12576
263	4792
9133	14672
12169	12618
11406	14362
12486	14936
1842	4447
8495	10158
4072	8336
8537	8648
4851	13803
7755	7782
8770	9584
3178	5201
5603	12183
1383	14107
4292	5649
2308	6225
191	13466
254	413
1398	2798
2138	5407
7420	7458
1959	12869
6139	12881
7457	7464
7865	13902
637	6307
8028	13184
8012	13258
1309	6244
1047	6951
1798	7497
174	4714
7602	7606
2680	9170
3948	8635
4762	4769
5178	8314
8578	11782
2626	5438
1909	6275
2238	5532
417	456
8182	12841
177	2788
388	15133
12388	13501
14033	14757
10788	10854
9817	12261
9480	12000
24	325
2479	7818
10620	11777
6865	11257
7189	7493
149	5931
7758	7950
11679	13913
11413	11786
8053	11367
10216	13905
7642	13945
11234	13916
2021	4304
3067	5295
0	9170
7493	12724
1762	3116
2345	5201
2658	11481
9308	9376
9138	10172
10147	10938
1542	1626
4826	5683
9817	14516
3830	9877
1339	9120
4757	5934
5522	10519
12181	12334
9710	14320
2236	5533
275	5511
9275	9862
2364	14517
666	2824
5622	14852
3699	6115
2384	12239
1327	1961
3947	3989
9880	14198
10592	12137
8862	9586
3213	6890
5754	14672
11759	12108
96	13110
2862	13489
2949	9130
4837	15019
7587	10016
8820	8856
5804	9639
7272	14571
4135	5784
3858	7280
2597	3061
3844	11299
1406	14238
4082	11964
2007	12698
2301	8026
3498	12899
1850	5305
6183	6472
1654	12227
8826	8856
7002	12792
12592	14793
9945	13285
1752	3962
1320	5567
2947	14078
3423	5654
3683	9673
3174	4951
1449	11920
5949	13337
2329	12138
5929	11578
6493	7538
13659	15061
2507	14271
11412	13831
3971	5577
11459	11740
12439	12826
5287	8209
6246	11739
7833	13653
3010	7822
1958	12239
3805	5541
8760	9983
9684	13966
7442	7447
5338	6968
7344	12273
6327	13330
11262	14081
14052	14054
13865	14445
9240	12112
67	1195
5686	13232
3842	7476
3680	5809
8905	11031
10990	11041
6603	14200
3278	12898
6894	11394
10763	14534
7842	8432
6002	7725
1000	11736
8839	14659
5737	10484
9497	15076
2470	8380
4356	14383
4865	4877
4085	4386
4559	10784
4983	10280
5452	9817
6003	8603
6793	6794
2263	8119
5040	6112
9279	10938
8557	14204
12771	14918
5985	12295
1184	1980
4508	9983
3458	3839
12830	14580
5376	12846
5418	12230
13073	13885
6126	11546
914	14197
5117	14245
7789	10592
1195	4514
2986	9953
6240	14175
3982	11747
6006	6758
12502	14464
2696	15118
2910	9516
3506	12877
6070	6562
3879	13761
4673	4785
5928	10666
8274	8506
5136	5142
12422	13977
1201	5123
12270	14497
7339	13966
6899	12557
2432	7369
1587	12257
8069	11933
5867	5926
5106	14858
6441	10203
5220	8393
7558	12449
1062	7776
4151	4183
4296	13546
2061	5168
10163	14381
6843	6856
7144	11121
6118	6160
60	2611
9413	12605
9534	9901
3246	11839
1585	10473
10869	11413
750	12976
1218	7784
2230	9178
3772	10921
1813	6462
3002	14821
141	14791
10247	11952
3847	4298
1522	11698
3079	12689
2077	7801
2267	2914
2457	7382
6057	7814
3935	11178
1346	12327
1955	11554
9723	13787
14474	15121
2779	13141
7188	9656
5274	6205
1289	1603
4900	8644
6545	9952
435	13262
2817	11535
10938	12130
4435	13285
5455	12198
10221	12167
1751	5600
14190	15087
873	4210
1697	8478
7085	14208
10203	10231
10463	13734
3902	8239
3791	3799
11809	14390
2575	4899
7578	13213
12436	13762
8207	13738
943	6891
4621	13820
3585	6835
9585	11843
7605	13861
10128	14223
2161	10167
4157	13553
569	3204
14284	14747
10512	11977
6373	9649
226	12894
840	1258
2690	6209
5025	11602
2036	14247
110	13134
6120	11547
650	6198
8474	11187
9809	9841
9430	13301
2566	14234
4114	6604
3653	11216
1534	14164
9075	10407
9430	14736
13499	13965
12892	13909
394	1208
8214	13860
6625	11237
2280	11378
1200	6471
6541	13312
1626	13528
3541	12724
1898	14059
168	2572
1275	3125
3720	14954
760	9199
818	1658
1443	2165
12961	14063
13359	13951
3234	7670
6320	9973
1108	2927
1807	14383
1139	5982
1584	11270
7305	13839
3307	12456
10268	12823
9448	10773
13260	14265
13684	13697
2615	4201
1276	6389
14142	14635
23	576
2174	6367
4158	4432
3656	6714
2718	3181
4574	7213
3759	7249
10828	14933
1212	2468
1972	14476
10335	10973
408	8615
6754	8562
9120	14388
546	12235
3714	13460
3640	13167
9500	13896
6608	14390
2899	11385
12290	12291
10620	13281
3397	9120
863	14037
7307	8825
7523	7556
4885	9319
3682	10874
7462	7470
1602	13777
4011	7781
1640	11766
132	9489
2531	6622
9750	10885
10093	10182
4004	14480
11998	13905
7218	10707
2629	5045
8478	12679
900	2194
2850	12437
844	1868
2476	4012
8008	13376
1249	2276
451	4437
4968	11231
5766	8739
6029	7545
5017	8674
3430	8044
420	7167
4402	4405
5875	5898
9558	13621
1879	2233
3774	4646
2351	5740
9293	14028
1317	13610
1548	2081
5836	5883
9442	14111
2569	7196
2820	7728
10543	14813
2321	5046
5243	14155
5232	9972
6018	6351
1461	2801
6337	12935
3305	4147
6670	10184
6006	11838
1001	2317
410	4852
736	1306
3324	8880
1864	9313
7120	14532
4135	6022
8686	9700
1538	9226
5080	10381
3619	8285
4188	5856
1752	2037
5564	6745
1034	13538
6422	9044
6414	8113
8465	14790
1308	5726
3817	8404
11360	12302
8659	12401
4409	4454
9557	9693
170	626
4988	6197
7118	10234
3152	8719
3474	4414
2608	8813
5255	13757
8829	13306
9077	9336
7078	7602
6808	6834
12432	12520
2690	6356
3033	5639
7887	8385
9756	9992
8867	10653
8094	9433
10329	11523
6351	10991
3	2584
2940	12837
5635	8569
9452	14555
11213	13156
2690	3486
2584	2949
10397	14261
1097	3804
2840	14458
3546	3973
1347	11497
3527	6545
2470	10299
2409	14418
3834	4237
7161	13384
12211	14292
13784	13812
8216	13289
1811	10546
3583	12221
13495	13744
9283	10787
7143	7578
3162	11866
6067	6224
2722	14632
14624	14816
6345	10006
4066	6580
291	12926
6220	14367
9068	11199
5943	14607
1267	7734
7202	14722
202	9559
2537	7948
5628	11832
5821	5843
4242	11823
4300	9229
15109	15118
10209	13096
163	3721
8493	15132
1733	7643
8061	11215
5174	6495
2678	9024
6832	6855
4206	5244
7200	12982
7245	11436
9062	14834
12841	13453
8279	13630
1823	14857
657	3552
1003	9129
9339	12531
511	4023
5096	5126
4280	10473
5896	11513
3771	4289
819	7132
8685	9271
13484	13825
9120	13557
1631	11889
7763	14220
2548	2963
8987	11486
5992	13575
4334	14197
1051	2614
1673	4231
5526	10392
4737	4780
24	5148
900	2053
1663	11635
4151	4797
8398	11186
587	13859
7395	8309
4435	5647
6738	8518
1488	12693
1901	11838
1729	7616
10670	14571
9674	10022
2179	9352
7326	12508
5357	11868
1068	4081
12612	13569
2110	13645
7007	11462
1261	13143
2418	2700
6585	7679
1257	9154
3337	12552
3553	10331
4918	7921
1283	2443
4751	4810
7719	11661
750	9371
1984	14577
7109	13292
2337	11375
2775	15048
2990	3349
7027	10285
7318	7486
12389	13502
2313	13389
5820	5892
2028	3137
2558	9120
3186	4632
6138	12963
5502	13547
7818	7861
2683	4555
6380	11772
7202	8059
594	596
4819	4821
8707	11813
7818	9256
10910	14511
1771	6699
1866	11281
1130	14090
3724	10203
1378	7912
1708	10542
9001	9891
9443	9940
2411	13315
1291	13928
3153	7647
2644	11933
8036	14194
1711	10365
3139	3228
817	9657
6529	8585
7325	7639
287	2868
605	2009
8575	11064
12046	13376
3402	12163
12037	13640
1192	7876
4244	13680
3865	4618
2450	6743
6898	11213
7777	12503
2237	5534
8445	11923
5447	12365
6401	6555
1981	6677
423	12562
7842	11018
3751	13445
7793	15062
1591	6401
1507	14170
5148	10924
257	5163
5001	6028
10410	13161
4873	7425
3787	10654
3307	8904
6557	10377
3017	6358
7771	13096
11189	13073
2363	9186
11319	14968
8032	11714
3740	11967
6338	9545
9216	10484
9193	14325
1854	10103
2169	8378
7809	10547
1786	5579
1624	12993
7521	13789
11254	13857
13289	13857
6379	7970
11904	13357
8037	12370
9060	11899
9752	14532
6653	10838
9230	13740
1718	14057
7294	14256
7524	7555
4115	7053
11288	15095
868	7330
9790	12051
13475	14247
1861	13538
2662	8143
595	5694
8184	14335
4454	5683
8279	8569
6314	13188
945	6410
4145	4564
4557	9947
7832	9133
2613	4325
710	7629
8151	12513
5957	12866
6760	10330
10734	12328
3093	3188
1857	6467
7437	8556
10371	14658
607	14887
11154	14658
7296	7641
10067	10096
372	14015
2778	6243
4803	14089
9927	13105
5586	10239
71	75
4683	12143
6350	11043
353	2270
91	2909
133	420
10387	12818
13862	13927
1647	11732
6553	8242
1294	4935
13701	13714
1037	2907
2255	8348
6984	9812
328	11123
6459	7786
7640	13944
4209	9817
415	11970
6862	10459
